orphaID	label	genes	n_genes	description	roots
Orphanet:308638	Glycogen storage disease due to glycogen branching enzyme deficiency, non progressive hepatic form	GBE1	1	NA	Rare genetic hepatic disease;Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:308621	Glycogen storage disease due to glycogen branching enzyme deficiency, progressive hepatic form	GBE1	1	NA	Rare genetic hepatic disease;Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:308552	Glycogen storage disease due to acid maltase deficiency, infantile onset	GAA	1	Glycogen storage disease due to acid maltase deficiency, infantile onset is the most severe form of glycogen storage disease due to acid maltase deficiency, characterized by cardiomegaly with respiratory distress, muscle weakness and feeding difficulties. It is often fatal.	Rare genetic cardiac disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:309271	Metachromatic leukodystrophy, adult form	PSAP;ARSA	2	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309282	Alpha-mannosidosis, infantile form	MAN2B1	1	NA	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:309288	Alpha-mannosidosis, adult form	MAN2B1	1	NA	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic neurological disorder;Rare genetic eye disease
Orphanet:309246	GM2 gangliosidosis, AB variant	GM2A	1	GM2 gangliosidosis, AB variant is an extremely rare, severe genetic disorder characterized by progressive neurological decline due to ganglioside activator deficiency.	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:309252	Atypical Gaucher disease due to saposin C deficiency	PSAP	1	NA	Rare inborn errors of metabolism
Orphanet:309256	Metachromatic leukodystrophy, late infantile form	PSAP;ARSA	2	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309263	Metachromatic leukodystrophy, juvenile form	PSAP;ARSA	2	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309324	Free sialic acid storage disease, infantile form	SLC17A5	1	NA	Rare genetic bone disease;Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:309331	Intermediate severe Salla disease	SLC17A5	1	NA	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:309334	Salla disease	SLC17A5	1	NA	Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:309297	Mucopolysaccharidosis type 4A	GALNS	1	NA	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:309310	Mucopolysaccharidosis type 4B	GLB1	1	NA	Rare genetic bone disease;Rare genetic developmental defect during embryogenesis;Rare inborn errors of metabolism;Rare genetic eye disease
Orphanet:309185	Tay-Sachs disease, B variant, juvenile form	HEXA	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309178	Tay-Sachs disease, B variant, infantile form	HEXA	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309239	Tay-Sachs disease, B1 variant	HEXA	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309192	Tay-Sachs disease, B variant, adult form	HEXA	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309155	Sandhoff disease, infantile form	HEXB	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309169	Sandhoff disease, adult form	HEXB	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:309162	Sandhoff disease, juvenile form	HEXB	1	NA	Rare genetic neurological disorder;Rare genetic eye disease;Rare inborn errors of metabolism
Orphanet:300547	Autosomal recessive infantile hypercalcemia	CYP24A1;SLC34A1	2	A rare, genetic, phosphocalcic metabolism disorder characterized by early-onset hypercalcemia, hypophosphatemia, hypercalciuria, decreased intact parathyroid hormone serum levels and medullary nephrocalcinosis, typically manifesting with failure to thrive, hypotonia, vomiting, constipation and/or polyuria.	Rare genetic renal disease;Rare genetic endocrine disease
Orphanet:300570	Cortical dysgenesis with pontocerebellar hypoplasia due to TUBB3 mutation	TUBB3	1	A rare, genetic, non-syndromic cerebral malformation due to abnormal neuronal migration disease characterized by the association of cortical dysplasia and pontocerebellar hypoplasia, manifesting with global developmental delay, mild to severe intellectual disability, axial hypotonia, strabismus, nystagmus and, occasionally, optic nerve hypoplasia. Brain imaging reveals variable malformations, including frontally predominant microgyria, gyral disorganization and simplification, dysmorphic and hypertrophic basal ganglia, cerebellar vermis dysplasia, brainstem/corpus callosum hypoplasia, and/or olfactory bulbs agenesis.	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:300573	Polymicrogyria due to TUBB2B mutation	TUBB2B	1	A rare, genetic, central nervous system malformation characterized by generalized or focal polmicrogryia-like cortical dysplasia and simplified gyral pattern, or alternatively by microlissencephaly and agenesis of the corpus callosum. Clinical manifestations are variable and include microcephaly, seizures, hypotonia, developmental delay, severe psychomotor delay, ataxia, spastic diplegia or tetraplegia, and ocular abnormalities (strabismus, ptosis or optic atrophy).	Rare genetic neurological disorder;Rare genetic developmental defect during embryogenesis
Orphanet:300576	Oligodontia-cancer predisposition syndrome	AXIN2	1	Oligodontia-cancer predisposition syndrome is a rare, genetic, odontologic disease characterized by congenital absence of six or more permanent teeth (excluding the third molars) in association with an increased risk for malignancies, ranging from gastrointestinal polyposis to early-onset colorectal cancer and/or breast cancer. Ectodermal dysplasia (manifesting with sparse hair and/or eyebrows) may also be associated.	Inherited cancer-predisposing syndrome
Orphanet:300496	Multiple congenital anomalies-hypotonia-seizures syndrome type 2	PIGA	1	Multiple congenital anomalies-hypotonia-seizures syndrome type 2 is a rare, genetic, lethal, neurometabolic malformation syndrome characterized by multiple, variable, congenital cardiac (systolic murmur, atrial septal defect), urinary (duplicated collecting system, vesicoureteral reflux) and central nervous system (thin corpus callosum, cerebellar hypoplasia) malformations associated with neonatal hypotonia, early-onset epileptic encephalopathy, and myoclonic seizures. Craniofacial dysmorphism (prominent occiput, enlarged fontanel, fused metopic suture, upslanted palpebral fissures, overfolded helix, depressed nasal bridge, anteverted nose, malar flattening, microstomy with downturned corners, Pierre-Robin sequence, high arched palate, short neck) and other manifestions (joint contractures, hyperreflexia, dysplastic nails, developmental delay) are also observed.	Rare genetic developmental defect during embryogenesis;Rare genetic neurological disorder;Rare inborn errors of metabolism
Orphanet:300525	Pseudohypoaldosteronism type 2D	KLHL3	1	NA	Rare genetic renal disease
Orphanet:300530	Pseudohypoaldosteronism type 2E	CUL3	1	NA	Rare genetic renal disease
Orphanet:300536	DDOST-CDG	DDOST	1	 (1p36.1).	Rare genetic hepatic disease;Rare inborn errors of metabolism;Rare genetic neurological disorder
Orphanet:300865	Primary cutaneous anaplastic large cell lymphoma	TYK2;NPM1	2	Primary cutaneous anaplastic large cell lymphoma (C-ALCL) is a rare T-cell non-Hodgkin lymphoma that affects the skin and generally shows no extracutaneous involvement at presentation. It belongs to the spectrum of primary cutaneous CD30+ lymphoproliferative disorders along with lymphomatoid papulosis (see this term) with which it shares overlapping clinical and histopathologic features.	
Orphanet:300878	Hairy cell leukemia variant	IGHV4-34	1	Hairy Cell Leukemia variant (HCL-V) is defined as a rare and indolent form of small, mature, B-cell leukemia characterized by splenomegaly, an elevated white blood cell (WBC) count and hyper-cellular bone marrow. HCL-V is more aggressive and resistant to therapy than classical HCL (HCL-C) (see this term).	
Orphanet:300895	ALK-positive anaplastic large cell lymphoma	ALK	1	A type of ALCL, a rare and aggressive peripheral T-cell non-Hodgkin lymphoma affecting lymph nodes and extranodal sites, which is characterized by the expression of a protein called anaplastic lymphoma kinase (ALK).	
Orphanet:300605	Juvenile amyotrophic lateral sclerosis	ALS2;SPG11;FUS;SIGMAR1	4	Juvenile amyotrophic lateral sclerosis (JALS) is a very rare severe motor neuron disease characterized by progressive upper and lower motor neuron degeneration causing facial spasticity, dysarthria, and gait disorders with onset before 25 years of age.	Rare genetic neurological disorder
Orphanet:300751	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation	LMNA	1	Familial dilated cardiomyopathy with conduction defect due to LMNA mutation is a rare familial dilated cardiomyopathy characterized by left ventricular enlargement and/or reduced systolic function preceded or accompanied by significant conduction system disease and/or arrhythmias including bradyarrhythmias, supraventricular or ventricular arrhythmias. Disease onset is usually in early to mid-adulthood. Sudden cardiac death may occur and may be the presenting symptom. In some cases, it is associated with skeletal myopathy and elevated serum creatine kinase.	Rare genetic cardiac disease;Laminopathy
Orphanet:306436	Congenital sucrase-isomaltase deficiency with starch intolerance	SI	1	NA	Rare inborn errors of metabolism;Rare genetic gastroenterological disease
Orphanet:306462	Congenital sucrase-isomaltase deficiency without starch intolerance	SI	1	NA	Rare inborn errors of metabolism;Rare genetic gastroenterological disease
Orphanet:306446	Congenital sucrase-isomaltase deficiency with minimal starch tolerance	SI	1	NA	Rare inborn errors of metabolism;Rare genetic gastroenterological disease
